split,source_folder,source_group,source_image,output_image,output_label,object_count,categories
train,cup,cup:cup_2_extra,dataset/images/cup/cup2_000050.jpg,images/train/cup_cup2_000050.jpg,labels/train/cup_cup2_000050.txt,1,cup:1
train,cup,cup:cup_2_extra,dataset/images/cup/cup2_000051.jpg,images/train/cup_cup2_000051.jpg,labels/train/cup_cup2_000051.txt,1,cup:1
train,cup,cup:cup_2_extra,dataset/images/cup/cup2_000052.jpg,images/train/cup_cup2_000052.jpg,labels/train/cup_cup2_000052.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000052.jpg,images/train/cup_cup_000052.jpg,labels/train/cup_cup_000052.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000053.jpg,images/train/cup_cup_000053.jpg,labels/train/cup_cup_000053.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000054.jpg,images/train/cup_cup_000054.jpg,labels/train/cup_cup_000054.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000055.jpg,images/train/cup_cup_000055.jpg,labels/train/cup_cup_000055.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000066.jpg,images/train/cup_cup_000066.jpg,labels/train/cup_cup_000066.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000067.jpg,images/train/cup_cup_000067.jpg,labels/train/cup_cup_000067.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000068.jpg,images/train/cup_cup_000068.jpg,labels/train/cup_cup_000068.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000069.jpg,images/train/cup_cup_000069.jpg,labels/train/cup_cup_000069.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000070.jpg,images/train/cup_cup_000070.jpg,labels/train/cup_cup_000070.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000071.jpg,images/train/cup_cup_000071.jpg,labels/train/cup_cup_000071.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000072.jpg,images/train/cup_cup_000072.jpg,labels/train/cup_cup_000072.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000073.jpg,images/train/cup_cup_000073.jpg,labels/train/cup_cup_000073.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000074.jpg,images/train/cup_cup_000074.jpg,labels/train/cup_cup_000074.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000075.jpg,images/train/cup_cup_000075.jpg,labels/train/cup_cup_000075.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000076.jpg,images/train/cup_cup_000076.jpg,labels/train/cup_cup_000076.txt,1,cup:1
train,cup,cup:cup_2_original,dataset/images/cup/cup_000077.jpg,images/train/cup_cup_000077.jpg,labels/train/cup_cup_000077.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000009.jpg,images/train/cup_cup3_000009.jpg,labels/train/cup_cup3_000009.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000010.jpg,images/train/cup_cup3_000010.jpg,labels/train/cup_cup3_000010.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000011.jpg,images/train/cup_cup3_000011.jpg,labels/train/cup_cup3_000011.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000012.jpg,images/train/cup_cup3_000012.jpg,labels/train/cup_cup3_000012.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000013.jpg,images/train/cup_cup3_000013.jpg,labels/train/cup_cup3_000013.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000014.jpg,images/train/cup_cup3_000014.jpg,labels/train/cup_cup3_000014.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000015.jpg,images/train/cup_cup3_000015.jpg,labels/train/cup_cup3_000015.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000016.jpg,images/train/cup_cup3_000016.jpg,labels/train/cup_cup3_000016.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000017.jpg,images/train/cup_cup3_000017.jpg,labels/train/cup_cup3_000017.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000018.jpg,images/train/cup_cup3_000018.jpg,labels/train/cup_cup3_000018.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000019.jpg,images/train/cup_cup3_000019.jpg,labels/train/cup_cup3_000019.txt,2,cup:2
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000020.jpg,images/train/cup_cup3_000020.jpg,labels/train/cup_cup3_000020.txt,2,cup:2
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000021.jpg,images/train/cup_cup3_000021.jpg,labels/train/cup_cup3_000021.txt,2,cup:2
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000022.jpg,images/train/cup_cup3_000022.jpg,labels/train/cup_cup3_000022.txt,2,cup:2
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000023.jpg,images/train/cup_cup3_000023.jpg,labels/train/cup_cup3_000023.txt,2,cup:2
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000024.jpg,images/train/cup_cup3_000024.jpg,labels/train/cup_cup3_000024.txt,2,cup:2
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000025.jpg,images/train/cup_cup3_000025.jpg,labels/train/cup_cup3_000025.txt,2,cup:2
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000026.jpg,images/train/cup_cup3_000026.jpg,labels/train/cup_cup3_000026.txt,2,cup:2
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000033.jpg,images/train/cup_cup3_000033.jpg,labels/train/cup_cup3_000033.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000034.jpg,images/train/cup_cup3_000034.jpg,labels/train/cup_cup3_000034.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000035.jpg,images/train/cup_cup3_000035.jpg,labels/train/cup_cup3_000035.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000036.jpg,images/train/cup_cup3_000036.jpg,labels/train/cup_cup3_000036.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000037.jpg,images/train/cup_cup3_000037.jpg,labels/train/cup_cup3_000037.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000038.jpg,images/train/cup_cup3_000038.jpg,labels/train/cup_cup3_000038.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000039.jpg,images/train/cup_cup3_000039.jpg,labels/train/cup_cup3_000039.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000040.jpg,images/train/cup_cup3_000040.jpg,labels/train/cup_cup3_000040.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000041.jpg,images/train/cup_cup3_000041.jpg,labels/train/cup_cup3_000041.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000042.jpg,images/train/cup_cup3_000042.jpg,labels/train/cup_cup3_000042.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000043.jpg,images/train/cup_cup3_000043.jpg,labels/train/cup_cup3_000043.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000044.jpg,images/train/cup_cup3_000044.jpg,labels/train/cup_cup3_000044.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000045.jpg,images/train/cup_cup3_000045.jpg,labels/train/cup_cup3_000045.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000046.jpg,images/train/cup_cup3_000046.jpg,labels/train/cup_cup3_000046.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000047.jpg,images/train/cup_cup3_000047.jpg,labels/train/cup_cup3_000047.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000048.jpg,images/train/cup_cup3_000048.jpg,labels/train/cup_cup3_000048.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000049.jpg,images/train/cup_cup3_000049.jpg,labels/train/cup_cup3_000049.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000050.jpg,images/train/cup_cup3_000050.jpg,labels/train/cup_cup3_000050.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000051.jpg,images/train/cup_cup3_000051.jpg,labels/train/cup_cup3_000051.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000052.jpg,images/train/cup_cup3_000052.jpg,labels/train/cup_cup3_000052.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000053.jpg,images/train/cup_cup3_000053.jpg,labels/train/cup_cup3_000053.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000054.jpg,images/train/cup_cup3_000054.jpg,labels/train/cup_cup3_000054.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000055.jpg,images/train/cup_cup3_000055.jpg,labels/train/cup_cup3_000055.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000056.jpg,images/train/cup_cup3_000056.jpg,labels/train/cup_cup3_000056.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000075.jpg,images/train/cup_cup3_000075.jpg,labels/train/cup_cup3_000075.txt,1,cup:1
train,cup,cup:cup_3_extra,dataset/images/cup/cup3_000076.jpg,images/train/cup_cup3_000076.jpg,labels/train/cup_cup3_000076.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000108.jpg,images/train/cup_cup_000108.jpg,labels/train/cup_cup_000108.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000109.jpg,images/train/cup_cup_000109.jpg,labels/train/cup_cup_000109.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000110.jpg,images/train/cup_cup_000110.jpg,labels/train/cup_cup_000110.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000111.jpg,images/train/cup_cup_000111.jpg,labels/train/cup_cup_000111.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000112.jpg,images/train/cup_cup_000112.jpg,labels/train/cup_cup_000112.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000113.jpg,images/train/cup_cup_000113.jpg,labels/train/cup_cup_000113.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000114.jpg,images/train/cup_cup_000114.jpg,labels/train/cup_cup_000114.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000115.jpg,images/train/cup_cup_000115.jpg,labels/train/cup_cup_000115.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000116.jpg,images/train/cup_cup_000116.jpg,labels/train/cup_cup_000116.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000129.jpg,images/train/cup_cup_000129.jpg,labels/train/cup_cup_000129.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000130.jpg,images/train/cup_cup_000130.jpg,labels/train/cup_cup_000130.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000131.jpg,images/train/cup_cup_000131.jpg,labels/train/cup_cup_000131.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000132.jpg,images/train/cup_cup_000132.jpg,labels/train/cup_cup_000132.txt,1,cup:1
train,cup,cup:cup_3_original,dataset/images/cup/cup_000133.jpg,images/train/cup_cup_000133.jpg,labels/train/cup_cup_000133.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000001.jpg,images/train/cup_cup4_000001.jpg,labels/train/cup_cup4_000001.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000002.jpg,images/train/cup_cup4_000002.jpg,labels/train/cup_cup4_000002.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000003.jpg,images/train/cup_cup4_000003.jpg,labels/train/cup_cup4_000003.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000004.jpg,images/train/cup_cup4_000004.jpg,labels/train/cup_cup4_000004.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000005.jpg,images/train/cup_cup4_000005.jpg,labels/train/cup_cup4_000005.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000006.jpg,images/train/cup_cup4_000006.jpg,labels/train/cup_cup4_000006.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000007.jpg,images/train/cup_cup4_000007.jpg,labels/train/cup_cup4_000007.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000008.jpg,images/train/cup_cup4_000008.jpg,labels/train/cup_cup4_000008.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000009.jpg,images/train/cup_cup4_000009.jpg,labels/train/cup_cup4_000009.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000010.jpg,images/train/cup_cup4_000010.jpg,labels/train/cup_cup4_000010.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000011.jpg,images/train/cup_cup4_000011.jpg,labels/train/cup_cup4_000011.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000012.jpg,images/train/cup_cup4_000012.jpg,labels/train/cup_cup4_000012.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000013.jpg,images/train/cup_cup4_000013.jpg,labels/train/cup_cup4_000013.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000014.jpg,images/train/cup_cup4_000014.jpg,labels/train/cup_cup4_000014.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000015.jpg,images/train/cup_cup4_000015.jpg,labels/train/cup_cup4_000015.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000016.jpg,images/train/cup_cup4_000016.jpg,labels/train/cup_cup4_000016.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000017.jpg,images/train/cup_cup4_000017.jpg,labels/train/cup_cup4_000017.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000018.jpg,images/train/cup_cup4_000018.jpg,labels/train/cup_cup4_000018.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000019.jpg,images/train/cup_cup4_000019.jpg,labels/train/cup_cup4_000019.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000020.jpg,images/train/cup_cup4_000020.jpg,labels/train/cup_cup4_000020.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000021.jpg,images/train/cup_cup4_000021.jpg,labels/train/cup_cup4_000021.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000029.jpg,images/train/cup_cup4_000029.jpg,labels/train/cup_cup4_000029.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000036.jpg,images/train/cup_cup4_000036.jpg,labels/train/cup_cup4_000036.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000037.jpg,images/train/cup_cup4_000037.jpg,labels/train/cup_cup4_000037.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000038.jpg,images/train/cup_cup4_000038.jpg,labels/train/cup_cup4_000038.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000039.jpg,images/train/cup_cup4_000039.jpg,labels/train/cup_cup4_000039.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000040.jpg,images/train/cup_cup4_000040.jpg,labels/train/cup_cup4_000040.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000041.jpg,images/train/cup_cup4_000041.jpg,labels/train/cup_cup4_000041.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000042.jpg,images/train/cup_cup4_000042.jpg,labels/train/cup_cup4_000042.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000043.jpg,images/train/cup_cup4_000043.jpg,labels/train/cup_cup4_000043.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000044.jpg,images/train/cup_cup4_000044.jpg,labels/train/cup_cup4_000044.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000045.jpg,images/train/cup_cup4_000045.jpg,labels/train/cup_cup4_000045.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000046.jpg,images/train/cup_cup4_000046.jpg,labels/train/cup_cup4_000046.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000047.jpg,images/train/cup_cup4_000047.jpg,labels/train/cup_cup4_000047.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000053.jpg,images/train/cup_cup4_000053.jpg,labels/train/cup_cup4_000053.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000054.jpg,images/train/cup_cup4_000054.jpg,labels/train/cup_cup4_000054.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000055.jpg,images/train/cup_cup4_000055.jpg,labels/train/cup_cup4_000055.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000056.jpg,images/train/cup_cup4_000056.jpg,labels/train/cup_cup4_000056.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000057.jpg,images/train/cup_cup4_000057.jpg,labels/train/cup_cup4_000057.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000058.jpg,images/train/cup_cup4_000058.jpg,labels/train/cup_cup4_000058.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000059.jpg,images/train/cup_cup4_000059.jpg,labels/train/cup_cup4_000059.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000060.jpg,images/train/cup_cup4_000060.jpg,labels/train/cup_cup4_000060.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000061.jpg,images/train/cup_cup4_000061.jpg,labels/train/cup_cup4_000061.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000062.jpg,images/train/cup_cup4_000062.jpg,labels/train/cup_cup4_000062.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000063.jpg,images/train/cup_cup4_000063.jpg,labels/train/cup_cup4_000063.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000064.jpg,images/train/cup_cup4_000064.jpg,labels/train/cup_cup4_000064.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000065.jpg,images/train/cup_cup4_000065.jpg,labels/train/cup_cup4_000065.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000066.jpg,images/train/cup_cup4_000066.jpg,labels/train/cup_cup4_000066.txt,1,cup:1
train,cup,cup:cup_4_extra,dataset/images/cup/cup4_000067.jpg,images/train/cup_cup4_000067.jpg,labels/train/cup_cup4_000067.txt,1,cup:1
train,cup,cup:cup_4_original,dataset/images/cup/cup_000182.jpg,images/train/cup_cup_000182.jpg,labels/train/cup_cup_000182.txt,1,cup:1
